id,created_at,text,screen_name,location,followers_count
754828006779158528,Sun Jul 17 23:59:55 +0000 2016,"b""REPORT: Baton Rouge Shooter Gavin Long Was Nation Of Islam Member... Railed Against 'Crackers' On YOUTUBE... https://t.co/3OPdLW2qLm #BLM?!""",THSHong,"Hilo, HI",2443
754827998470086656,Sun Jul 17 23:59:53 +0000 2016,"b'""#BLM is a Revolutionary Black Nationalist Marxist Movement where Police are targeted"" \\nRon Martinelli   \\n@FoxNews'",PMgeezer,DFW area,26874
754827992921145344,Sun Jul 17 23:59:52 +0000 2016,b'RT @DanLoFMass: Militia is a military force that engages in rebel or terrorist activities such as #BLM #NationofIslam #Panthers PLEASE DO S\\u2026',mountaingyrl99,,8927
754827988793905152,Sun Jul 17 23:59:51 +0000 2016,b'RT @Xpressionable: @T_H_E_F_A_C_E @dodi70 @BmoreDoc @SIMONEKASH @samswey @EZAD60 @InBlackAmerica7 @BlackActionNews @BLM5280 #BLM  https://t\\u2026',EZAD60,United States,795
754827985744568320,Sun Jul 17 23:59:50 +0000 2016,b'@EricHolder nice job on your legacy and obummers ! #BLM are terrorist murdering our police! You are either with our police or against!',Stock_swingers,,7
754827983269928960,Sun Jul 17 23:59:49 +0000 2016,"b""RT @Danielle_Parker: Please like &amp; share if you care abt POLICE lives.Let's start trending #PLM over #BLM 2 show our allegiance!@infowars h\\u2026""",koalagirl08,Australia,650
754827976852856832,Sun Jul 17 23:59:48 +0000 2016,"b""RT @TwitchyTeam: 'Oink Oink Bang Bang': When will #BLM put a stop to its violent rhetoric? https://t.co/sVEQ9Krl59""",Michael_Zak,"Washington, DC",1802
754827975388835840,Sun Jul 17 23:59:48 +0000 2016,"b""RT @LynnePatton: So #BLM says #AllLivesMatter is racist &amp; dismissive.  I don't agree, but Google it.  Therefore, right now, #BlueLivesMatte\\u2026""",ssullivan315,,3629
754827974436917248,Sun Jul 17 23:59:47 +0000 2016,"b""#BatonRouge Murderous mob mentality doesn't need much incitement to act. Losers with assault weapons murdering black cops. #BLM my ass.""",EthnikMatter,,139
754827968665366528,Sun Jul 17 23:59:46 +0000 2016,b'He just became a FATHER... :( HIS LIFE MATTERED.\\n\\nWill hypocrite freeloading #BLM Terrorist #THUGS protest about... https://t.co/VKfxmFnnCB',TerrorScoop,,123
754827963015634947,Sun Jul 17 23:59:45 +0000 2016,"b'RT @_Makada_: A Week Ago in #BatonRouge, The New Black Panther Party &amp; #BLM Called For ""Black Men to Start Killing"" https://t.co/GXmGpso0Q4'",nigelfoxworthy,'Merica,268
754827960973086720,Sun Jul 17 23:59:44 +0000 2016,"b""RT @2ALAW: [WATCH] Black Guy Destroys #BLM \\n\\nWhite Police Officers Aren't Murdering Blacks In Cold Blood.\\n\\nStop Being Stupid!!\\nhttps://t.co\\u2026""",CriswellsOk,,1184
754827957802237956,Sun Jul 17 23:59:43 +0000 2016,"b""RT WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/HZHlFrdZL1""",Kiara_Ramni,,33
754827955206062080,Sun Jul 17 23:59:43 +0000 2016,b'RT @DanLoFMass: Militia is a military force that engages in rebel or terrorist activities such as #BLM #NationofIslam #Panthers PLEASE DO S\\u2026',MsD_408,Not where I want to be  ,1431
754827923597750272,Sun Jul 17 23:59:35 +0000 2016,b'@VeritasEver When democrats and #BLM hate/ fear-mongering lead to cop ambushes. Blame everyone but #BlackLivesMatter &amp; the #MSM',Jas0n_T,"Indiana, USA",407
754827921647366145,Sun Jul 17 23:59:35 +0000 2016,"b'#BatonRouge We have a race problem in America. White supremacists=patriots, while #BLM activists=inherently racist. https://t.co/VxHXbZRBSK'",sweetgreatmom,"Philadelphia, PA",886
754827921416679424,Sun Jul 17 23:59:35 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",khop_bryce,,111
754827916261732353,Sun Jul 17 23:59:33 +0000 2016,"b""Islamic terror attacks &amp; #BlackLiesMatter terrorists epitomize B0's failed legacy: https://t.co/oGBp9vA67i #BatonRouge #BLM #StraightUpEvil""",Nopropaganda,AZ,6958
754827915230060548,Sun Jul 17 23:59:33 +0000 2016,"b""RT @sengeezer: The #BatonRouge shooter may not be a #BLM member, but they're sure encouraging people like him, ready to burst into racist c\\u2026""",JC7109,,11099
754827891720986624,Sun Jul 17 23:59:28 +0000 2016,b'RT @YoungDems4Trump: The nerve these people have is astounding.#BLM\\n#NiceAttack #BatonRougeAttack #DallasPoliceShootings #OrlandoShooting h\\u2026',ivygreenvine,Tennessee,250
754827890424844290,Sun Jul 17 23:59:27 +0000 2016,"b'RT @RavenHUWolf: #BLM terrorist says ""KILL ALL WHITE BABIES"".\\nBLM is not about all lives matter, they support killing \'babies\' now. https:/\\u2026'",bjgardner85,,1667
754827889560911872,Sun Jul 17 23:59:27 +0000 2016,"b""RT @2ALAW: [WATCH] Black Guy Destroys #BLM \\n\\nWhite Police Officers Aren't Murdering Blacks In Cold Blood.\\n\\nStop Being Stupid!!\\nhttps://t.co\\u2026""",wdg1959,,256
754827886180392960,Sun Jul 17 23:59:26 +0000 2016,"b""RT @JulietteAkinyi: Black thugs' lives matter to Black Lives Matter.  #BLM couldn't care less about all other lives, including those of nor\\u2026""",RadicalGrambo,Ohio,1822
754827879838457856,Sun Jul 17 23:59:25 +0000 2016,"b'RT @Lauren_Southern: History will not remember you well #BLM\\n\\nRosa Parks didn\'t twerk in front of the bus in a crop top holding an ""oink oi\\u2026'",IIHotelYorba,The Wall,946
754827876621508608,Sun Jul 17 23:59:24 +0000 2016,"b""RT @EsotericCD: So we've established that Baton Rouge murderer was motivated by #BLM-related cop hatred.\\n\\nWhat do we do now?\\n\\nNo really, wh\\u2026""",maggiebeauchamp,"Madrid, Spain. USA/UK",8263
754827874310299650,Sun Jul 17 23:59:23 +0000 2016,b'@zip90210 @Kirisa1973 @JaredWyand #BLM',freethnker2,Reality,670
754827871621832704,Sun Jul 17 23:59:23 +0000 2016,"b'RT @TJLyesmith: So Portland, ME police forcibly removed the hijabs of Muslim women arrested during the #BLM protest &amp; then released the pic\\u2026'",Ajzionts,DC ,884
754827868379582464,Sun Jul 17 23:59:22 +0000 2016,"b'A lot of rhetoric about #BLM, but both  #BatonRouge and #DallasPoliceShootings were by ex-military trained to kill by our own government. \\U0001f4a1'",tabsmc,SoCal & Costa Rica,124
754827857453584384,Sun Jul 17 23:59:19 +0000 2016,"b'RT @genophilia: Blacks, 13% of US population, commit 59% of murders.\\n#BatonRouge #BatonRougeShooting #BlackLivesMatter #BLM https://t.co/QR\\u2026'",MYNYMtheGoyim,,89
754827852911112192,Sun Jul 17 23:59:18 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",JoyDNL,North Carolina,634
754827841611628544,Sun Jul 17 23:59:16 +0000 2016,b'RT @AlexWilliams__: A few photos from today at the Richmond #BLM March https://t.co/ZtFMaz5ucI',i_lovehonnies,,223
754827840886018048,Sun Jul 17 23:59:15 +0000 2016,b'RT @YoungDems4Trump: #BlackLivesMatter just killed two more cops in Baton Rough \\U0001f61e rt if you think #BLM is a terrorist group. This needs to\\u2026',ajam2007,"Mayodan, NC",149
754827840873308160,Sun Jul 17 23:59:15 +0000 2016,b'RT @tweetwen115: #BLM https://t.co/RSwQsKGijT',Midgespeaks,planet earth,31922
754827840277745664,Sun Jul 17 23:59:15 +0000 2016,"b'@DylHarrington @theblaze #blm have been advocating cop kill, they are probably celebrating right now'",ZonPython,,17
754827835768991744,Sun Jul 17 23:59:14 +0000 2016,"b'RT @Lauren_Southern: History will not remember you well #BLM\\n\\nRosa Parks didn\'t twerk in front of the bus in a crop top holding an ""oink oi\\u2026'",ManBot6000,location location,795
754827833898303488,Sun Jul 17 23:59:14 +0000 2016,"b""RT @thomeography: I wouldn't be surprised if these police shootings were staged to justify police violence &amp; discredit #BLM https://t.co/V4\\u2026""",moreaboutnyyyy,why you here?,712
754827833365696512,Sun Jul 17 23:59:14 +0000 2016,b'#batonrouge\\n antoher muslime cunt After #Nice #orlando 9/11 are we awake yet? Islam=waging jihad under guise of #BLM https://t.co/Snvi5q8xEr',roepme,,3732
754827817167228928,Sun Jul 17 23:59:10 +0000 2016,"b'Apparently, just certain #BLM.... https://t.co/5g2p6Qff8s'",PapaSwamp,Someplace warm...,627
754827801526726656,Sun Jul 17 23:59:06 +0000 2016,b'RT @2ALAW: #BLM Must Be Designated A Terrorist And Hate Group Now!!\\n\\nReTweet If You Agree \\n@ChristiChat \\n\\n#2A \\n#Trump https://t.co/qErdxFJu\\u2026',RostaMan09,,1453
754827785684840448,Sun Jul 17 23:59:02 +0000 2016,b'Yes I agree but we Need to Understand Why #BLM &amp; what they r saying!! Something needs to change!   https://t.co/PKf5LmBChR',MaberryKara,"Maine, USA",95
754827785160523777,Sun Jul 17 23:59:02 +0000 2016,b'quick curation of #ConvosWithCosmo tweets #BatonRouge #BLM @TylerPreston20 @Sargon_of_Akkad @Lauren_Southern https://t.co/FXJtBei5Pv',drfakename,"Nowhere Street, Poopville ",30
754827777631629313,Sun Jul 17 23:59:00 +0000 2016,"b""RT @DanLoFMass: It's time to disarm #NationofIslam #BLM #Panthers  before the country turns any further https://t.co/PZytTADKhi""",champbizzle24,"San Diego, CA",254
754827772992770048,Sun Jul 17 23:58:59 +0000 2016,"b'RT @Lauren_Southern: History will not remember you well #BLM\\n\\nRosa Parks didn\'t twerk in front of the bus in a crop top holding an ""oink oi\\u2026'",TannerDortenzio,,522
754827771466092545,Sun Jul 17 23:58:59 +0000 2016,"b'Remember how #wiunion boasted their movement \\u2018inspired\\u2019 #BLM\\u2026Yup, #TheyBuiltThisHate\\u2026.'",LizSchmidt3,"Madison, WI",8213
754827739908059137,Sun Jul 17 23:58:51 +0000 2016,b'RT @schreink: Curious re teaching #BLM w K-3? \\U0001f440 my vid app for @Tolerance_org #TTaward2016 for ideas https://t.co/7W0hnqoBBp https://t.co/l\\u2026',DanScratch03,Treaty 6 - Edmonton,2083
754827734283497472,Sun Jul 17 23:58:50 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",debater2016,,351
754827731486052353,Sun Jul 17 23:58:49 +0000 2016,"b""The #BatonRouge shooter may not be a #BLM member, but they're sure encouraging people like him, ready to burst into racist crimes!""",sengeezer,"Milton Keynes, England",246
754827729980133376,Sun Jul 17 23:58:49 +0000 2016,"b'RT @ungaro: Does @CBSNews remember? February, 2009, new pres. Obama CANCELED U.S. participation in the 1st @UN #antiracism conference since\\u2026'",KabuMaatKheru,Jamaica,3352
754827728910778368,Sun Jul 17 23:58:49 +0000 2016,"b""@POTUS #BLM needs your wife's legacy to voice outrage. It's not about skin color, it's about America's oppressively colored past #BatonRouge""",Arben,"New York, NY",297
754827725249007618,Sun Jul 17 23:58:48 +0000 2016,"b'RT @Conservative220: Also, Nation of #Islam, Black Militant and hater of Whites and #America. #BLM #Racist #POS #GavinLong #BatonRouge http\\u2026'",ArcticFox_am_I,,3338
754827708400480259,Sun Jul 17 23:58:44 +0000 2016,b'RT @YoungDems4Trump: The nerve these people have is astounding.#BLM\\n#NiceAttack #BatonRougeAttack #DallasPoliceShootings #OrlandoShooting h\\u2026',JurisNaturalism,,376
754827707129602048,Sun Jul 17 23:58:44 +0000 2016,"b""@BreitbartNews STFU pantyboy @ShepNewsTeam #BLM #BlackPanthers  shithead Obama all devisive SOB's. Moral majority been sitting 8yrs, no more""",jpnewbanks,Arizona,27
754827704139034624,Sun Jul 17 23:58:43 +0000 2016,b'RT @YoungDems4Trump: #BlackLivesMatter just killed two more cops in Baton Rough \\U0001f61e rt if you think #BLM is a terrorist group. This needs to\\u2026',gcamp4,Traveling USA,9434
754827702968909825,Sun Jul 17 23:58:43 +0000 2016,b'RT @frankgaffney: Jihadists &amp; #BLM weigh-in in favor of anti-Police rhetoric. Inciting violence to endorse a political message. https://t.c\\u2026',RadioFreeUnite,Manhattan / City of Angels,9135
754827697310666752,Sun Jul 17 23:58:41 +0000 2016,b'RT @Massasoit1620: Will the #Fuehrer be holding another meeting tomorrow with @deray &amp; #BLM? #BatonRouge @maddow @HardballChris @bwilliams\\u2026',TigCook,Arizona,1799
754827693850447876,Sun Jul 17 23:58:40 +0000 2016,"b'RT @taxmule4u: @AmyMek @TRobinsonNewEra Yep, if your post are generally conservative, anti-HilLIARy, Obama, #BLM, etc. Twitter will shut u\\u2026'",WhiteJustce,United States,288
754827688653619205,Sun Jul 17 23:58:39 +0000 2016,b'RT @PamelaGeller: Obama hosted #BLM leaders at the WH.#BatonRouge is poison fruit of BHO\\u2019s incitement. Can\\u2019t put genie back in bottle.\\nhttp\\u2026',semperveritatem,,80
754827684702777344,Sun Jul 17 23:58:38 +0000 2016,"b""RT @RepairMankind: @NBCNews Black terrorists killing cops achieves 1 thing only. Creating stronger, more lethal, more 'shoot first' police\\u2026""",ps25801,Beckley WV,144
754827684375506944,Sun Jul 17 23:58:38 +0000 2016,"b""RT @Babbsgirl2: A Short List of Black Lives Matters' Cop-Killing Heroes \\n\\n#BLM #BlackLivesMatter Are #Terrorist \\n\\nhttps://t.co/V7azvvgrBk v\\u2026""",sassysassyred,Texas,9893
754827683066884096,Sun Jul 17 23:58:38 +0000 2016,"b'RT @Lauren_Southern: History will not remember you well #BLM\\n\\nRosa Parks didn\'t twerk in front of the bus in a crop top holding an ""oink oi\\u2026'",NashBro,phoeniz,42
754827669284462592,Sun Jul 17 23:58:35 +0000 2016,b'RT @DanLoFMass: Militia is a military force that engages in rebel or terrorist activities such as #BLM #NationofIslam #Panthers PLEASE DO S\\u2026',AndrewsHarley,Midwest,3622
754827660828618753,Sun Jul 17 23:58:33 +0000 2016,"b""RT @redlanews: Montrell Jackson killed this morning in #BatonRouge by BLM\\n#BLM proving again that for them black lives don't matter https:/\\u2026""",nursebetzy,,1499
754827654965129216,Sun Jul 17 23:58:31 +0000 2016,b'RT @KLSouth: RT @txlady706: Why is Obama visiting with #Soros? Soros is know to be responsible for the #BLM movement https://t.co/doUA9oYbpt',NoreenR1,Mars,3981
754827647117438976,Sun Jul 17 23:58:29 +0000 2016,b'FAULTY COPS  &gt;  NO COPS OR UNWILLING COPS\\n\\n#BRShooting #BLM #BatonRouge',UrsulaRooth,"Louisiana, USA",501
754827646719127552,Sun Jul 17 23:58:29 +0000 2016,"b'#BrianWillams ova at @msnbc just said, wrt setup @ the RNC ""the camera sees evrything"" ...not true when it comes to #policebrutality!!! #BLM'",ThatPrimroseGrl,Anywhere You Book Me I Travel,104
754827643682451456,Sun Jul 17 23:58:28 +0000 2016,b'@DavePinFL people forgetting #BLM is a # group and not an official group like #NAACP  people who are chanting BLM are just saying hear us',fidgumri,,47
754827642852040704,Sun Jul 17 23:58:28 +0000 2016,b'@RealKanyeTwitty @PCiscancerous @PrisonPlanet @yodatwolf and #blm exists to attribute a thing one cop does to all cops.\\nPeople like me huh?',somethingldsay,Your imagination,903
754827642621292545,Sun Jul 17 23:58:28 +0000 2016,b'RT @PamelaGeller: Obama hosted #BLM leaders at the WH.#BatonRouge is poison fruit of BHO\\u2019s incitement. Can\\u2019t put genie back in bottle.\\nhttp\\u2026',Mitt_Fit,United States,799
754827636359036928,Sun Jul 17 23:58:27 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",ChiefofSoCal,"Northridge, California",647
754827630688423937,Sun Jul 17 23:58:25 +0000 2016,"b""RT @Babbsgirl2: A Short List of Black Lives Matters' Cop-Killing Heroes \\n\\n#BLM #BlackLivesMatter Are #Terrorist \\n\\nhttps://t.co/V7azvvgrBk v\\u2026""",Natire2u,United States,10680
754827628285014017,Sun Jul 17 23:58:25 +0000 2016,"b'RT @BeladonnaRogers: When you see this photo of #BatonRouge police officer, remember #Potus spent 4.5 HOURS w #BLM leader at White House! h\\u2026'",RonS4097,USA,1045
754827627488219140,Sun Jul 17 23:58:25 +0000 2016,"b""RIP Officer Jackson. Shame that #BLM doesn't apply to you. #EndOfWatch https://t.co/pmpe3OaNYU""",ademceca,"Fort Lee, VA",339
754827615639212033,Sun Jul 17 23:58:22 +0000 2016,"b'RT @marstu67: Deray McKesson: in #BatonRouge today"" #BlM \\n""The movement began as a call to end violence. That call remains.: https://t.co/R\\u2026'",wynnsworld,San Francisco Bay Area,534
754827612250267648,Sun Jul 17 23:58:21 +0000 2016,b'RT @YoungDems4Trump: The nerve these people have is astounding.#BLM\\n#NiceAttack #BatonRougeAttack #DallasPoliceShootings #OrlandoShooting h\\u2026',gcamp4,Traveling USA,9434
754827610429939712,Sun Jul 17 23:58:21 +0000 2016,"b'@DrDavidDuke i bet it was either strain bullet or ""self defense"" by one of negro #BLM perpetrators'",30fo30fo8,,497
754827600833417216,Sun Jul 17 23:58:18 +0000 2016,"b""RT @Danielle_Parker: Please like &amp; share if you care abt POLICE lives.Let's start trending #PLM over #BLM 2 show our allegiance!@infowars h\\u2026""",tyefam2003,,30
754827600644546560,Sun Jul 17 23:58:18 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",steveandrews202,,154
754827596316028929,Sun Jul 17 23:58:17 +0000 2016,"b'RT @Lauren_Southern: History will not remember you well #BLM\\n\\nRosa Parks didn\'t twerk in front of the bus in a crop top holding an ""oink oi\\u2026'",Williojohnson,"Greenville, Mississippi",116
754827590108581888,Sun Jul 17 23:58:16 +0000 2016,"b""RT @thomeography: I wouldn't be surprised if these police shootings were staged to justify police violence &amp; discredit #BLM https://t.co/V4\\u2026""",sta_schemin,757.,3263
754827589814849536,Sun Jul 17 23:58:16 +0000 2016,b'Obama stirs up racial animus for 7 years. Divided Americans. Cops blood on his hands. As Democrats take a hit now he wants a truce. #BLM',Kiki_and_Jiji,Tokyo,81
754827588229488640,Sun Jul 17 23:58:15 +0000 2016,"b""RT @nekohoshizora: Don't blame the entire #BLM community for the shootings in Dallas, Baton Rouge, etc.""",harmsen_jacob,Grateful Dead concert,1059
754827587327627264,Sun Jul 17 23:58:15 +0000 2016,"b""RT @2ALAW: [WATCH] Black Guy Destroys #BLM \\n\\nWhite Police Officers Aren't Murdering Blacks In Cold Blood.\\n\\nStop Being Stupid!!\\nhttps://t.co\\u2026""",moonpieprims,Ohio,328
754827581661126656,Sun Jul 17 23:58:14 +0000 2016,"b""RT @redlanews: Montrell Jackson killed this morning in #BatonRouge by BLM\\n#BLM proving again that for them black lives don't matter https:/\\u2026""",jwratpack24,WDM IOWA,162
754827577391321088,Sun Jul 17 23:58:13 +0000 2016,"b""RT @2ALAW: [WATCH] Black Guy Destroys #BLM \\n\\nWhite Police Officers Aren't Murdering Blacks In Cold Blood.\\n\\nStop Being Stupid!!\\nhttps://t.co\\u2026""",hastings450f4,,350
754827569418100736,Sun Jul 17 23:58:11 +0000 2016,"b'RT @BeladonnaRogers: When you see this photo of #BatonRouge police officer, remember #Potus spent 4.5 HOURS w #BLM leader at White House! h\\u2026'",GroiserYing,,1235
754827559632769027,Sun Jul 17 23:58:08 +0000 2016,b'RT @2ALAW: #BLM Must Be Designated A Terrorist And Hate Group Now!!\\n\\nReTweet If You Agree \\n@ChristiChat \\n\\n#2A \\n#Trump https://t.co/qErdxFJu\\u2026',JudiNadreau,"New Hampshire, USA",734
754827554289180672,Sun Jul 17 23:58:07 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",BeachAddict80,"The Beach, USA",2153
754827552250671105,Sun Jul 17 23:58:07 +0000 2016,"b'@BreitbartNews ""All lives matter"" is divisive because ""All"" it includes #BLM and thus making them appear diminished by the whole. (I think)'",JohnQPublicJR,Mid Atlantic ,1530
754827550044618753,Sun Jul 17 23:58:06 +0000 2016,"b""RT @BraveLad: Obama is such a snake\\u3002He wants us all to tone it down, but doesn't admonish #BLM to stop their violent rhetoric\\u3002#tcot #uniteb\\u2026""",kell86292196,,115
754827535028850688,Sun Jul 17 23:58:03 +0000 2016,"b""RT @EsotericCD: So we've established that Baton Rouge murderer was motivated by #BLM-related cop hatred.\\n\\nWhat do we do now?\\n\\nNo really, wh\\u2026""",varadmehta,Philly Burbs,2267
754827531245813760,Sun Jul 17 23:58:02 +0000 2016,"b""RT @EsotericCD: So we've established that Baton Rouge murderer was motivated by #BLM-related cop hatred.\\n\\nWhat do we do now?\\n\\nNo really, wh\\u2026""",dwinegar1957,"Virginia, USA",3563
754827530025201664,Sun Jul 17 23:58:01 +0000 2016,"b'@WalshFreedom @jasonkwatkins #BLM marches to motto ""pigs in a blanket, fry \'em like bacon""-translation: kill cops. Who\'s hating? #LibLogic'",DorianGrace11,"Savannah, GA",1251
754827528640921600,Sun Jul 17 23:58:01 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",SaveAslave,USA,2196
754827521468735489,Sun Jul 17 23:57:59 +0000 2016,"b""RT @LynnePatton: So #BLM says #AllLivesMatter is racist &amp; dismissive.  I don't agree, but Google it.  Therefore, right now, #BlueLivesMatte\\u2026""",nurselindamarie,northern cali,1391
754827517245161472,Sun Jul 17 23:57:58 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",lthom1874,Georgia,200
754827515718471680,Sun Jul 17 23:57:58 +0000 2016,"b""RT @LeahR77: New Black Panthers&gt; An Intimate Look At Who Obama &amp; Hillary Pander To&amp; Gays You're Not Safe Either #BLM #BatonRouge https://t.\\u2026""",mark_37923,"Knoxville, TN",510
754827511159193600,Sun Jul 17 23:57:57 +0000 2016,b'@kelownascott @NBCNightlyNews lack of mental health serv &amp; easy access 2 guns appears 2b resp 4 many of these NOT #BLM who want end violence',maritimemaggie,North Atlantic by the Ocean,1971
754827508055412736,Sun Jul 17 23:57:56 +0000 2016,b'RT @2ALAW: #BLM Must Be Designated A Terrorist And Hate Group Now!!\\n\\nReTweet If You Agree \\n@ChristiChat \\n\\n#2A \\n#Trump https://t.co/qErdxFJu\\u2026',jacquibreed,Florida,1589
754827502183391232,Sun Jul 17 23:57:55 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",asperry3,Florida,612
754827502091169793,Sun Jul 17 23:57:55 +0000 2016,"b""RT @LynnePatton: So #BLM says #AllLivesMatter is racist &amp; dismissive.  I don't agree, but Google it.  Therefore, right now, #BlueLivesMatte\\u2026""",motley548,"Virginia, USA",1375
754827497447960581,Sun Jul 17 23:57:54 +0000 2016,"b""RT @2ALAW: [WATCH] Black Guy Destroys #BLM \\n\\nWhite Police Officers Aren't Murdering Blacks In Cold Blood.\\n\\nStop Being Stupid!!\\nhttps://t.co\\u2026""",troy_lenze,,1237
754827490368118784,Sun Jul 17 23:57:52 +0000 2016,b'RT @CapitalismLover: #BLM is a terrorist organization\\n\\nhttps://t.co/C72Bhzv5IT',ThePepperDog313,,335
754827486106562560,Sun Jul 17 23:57:51 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",PIX2CLICK,IN YOUR HEAD !!! ,1220
754827485284564992,Sun Jul 17 23:57:51 +0000 2016,"b'""Straight men, unintentionally or intentionally, have taken the work of queer Black women and erased our contributions."" #BLM @darealmadu'",buildastarpromo,Facebook: MilkyWay,3268
754827478368002049,Sun Jul 17 23:57:49 +0000 2016,"b'RT @AskYnow: Fact: Black men shoot Police Officers 18.5 times more frequently than police shoot at them.  H/T Gary Bauer, Bauer &amp; Rose\\nFals\\u2026'",WannabeAnglican,Texas,1216
754827470700896257,Sun Jul 17 23:57:47 +0000 2016,"b""@Joe52762140 @FrancesRobles @chrislhayes you didn't even read this. It says nothing about #BLM stop spreading lies""",CoCoValentine,California Dreamin',1334
754827470411485185,Sun Jul 17 23:57:47 +0000 2016,b'RT @K1erry: COZY: #BLM leader lives in home owned by Soros\\u2019 Open Society board member \\n#BatonRouge \\nhttps://t.co/n8seIzYb58 via @american_m\\u2026',LizLemon5759,Arizona,1231
754827469232844800,Sun Jul 17 23:57:47 +0000 2016,b'RT @Bonfiredesigns: Worth A Lot Of Money since he hijacked #BLM and rigged it to hurt black americans who paid? Obama Soros Hillary? https:\\u2026',pc53lang,"Pennsylvania, USA",776
754827467857207296,Sun Jul 17 23:57:47 +0000 2016,"b""RT @WalshFreedom: Here's a #BLM protester from just last weekend. Today, 3 cops were assassinated. https://t.co/DeP9kZOe66""",VeyGraphics,"Land of Eagle Cries, ",1539
754827459246161920,Sun Jul 17 23:57:44 +0000 2016,"b'RT @TJLyesmith: So Portland, ME police forcibly removed the hijabs of Muslim women arrested during the #BLM protest &amp; then released the pic\\u2026'",Slappy_san,"Detroit, MI",210
754827458470289408,Sun Jul 17 23:57:44 +0000 2016,b'RT @Timtravels007: 1st time I heard #BLM they ambushed Bernie podium. Tell me again how this movement is justified? Out-of-control https://\\u2026',Timtravels007,United States,3121
754827448441827328,Sun Jul 17 23:57:42 +0000 2016,b'RT @YoungDems4Trump: The nerve these people have is astounding.#BLM\\n#NiceAttack #BatonRougeAttack #DallasPoliceShootings #OrlandoShooting h\\u2026',tcmccarthy_,McCarthy,1034
754827440334200833,Sun Jul 17 23:57:40 +0000 2016,b'RT @AmericanMex067: STOP IGNORING the #Alinsky connection! #BLM is all by design! READ! RT! #StayWoke #BatonRouge #BlueLivesMatter https://\\u2026',MObese2016,,38
754827435120746497,Sun Jul 17 23:57:39 +0000 2016,b'RT @dawnellemurray: This is Cleveland!!  These are Bikers for #TRUMP!  GIVE it up #Punks &amp; #Thugs!!  @BLMNational #BLM https://t.co/8qPi8Qu\\u2026',blackdragonetm,Sunny South Florida,234
754827427440914432,Sun Jul 17 23:57:37 +0000 2016,"b""@NintraAa okay #blm is just an easy and affective phrase. I'm sorry they didn't feel like calling themselves ...""",RealOmarRussell,"Kalamazoo, MI",23138
754827409338298368,Sun Jul 17 23:57:33 +0000 2016,"b""RT @chriskyleband: #BatonRouge  #GOPinCLE\\n\\n#BLM Didn't Care  \\nMONTRELL JACKSON ( KILLED )\\nPOLICE Officer\\nWho was BLACK and ( BLUE ) https:/\\u2026""",FiresideChatVet,Florida,470
754827404305051648,Sun Jul 17 23:57:31 +0000 2016,"b""RT @JulietteAkinyi: Black thugs' lives matter to Black Lives Matter.  #BLM couldn't care less about all other lives, including those of nor\\u2026""",johnson1620,,381
754827403831238656,Sun Jul 17 23:57:31 +0000 2016,b'Fu@k dude those are play guns and you know it. \\nYou just keep defending #BLM and their domestic terrorism.  https://t.co/BTM2Y0UlUr',cdnrod,,2883
754827401805303809,Sun Jul 17 23:57:31 +0000 2016,b'RT @GlennBackes: Say his name: Officer Montrell Jackson.  https://t.co/J9pjocmOLo  #BlackLivesMatter #BLM  #igotyou #BatonRouge #Prayers #H\\u2026',MarxSUCKS,NJ,1521
754827396998651905,Sun Jul 17 23:57:30 +0000 2016,b'RT @RavenHUWolf: Another #BlackLivesMatter domestic terrorist supporter. \\nThey want more police officers killed\\n#BLM are terrorists\\u2199\\ufe0f https\\u2026',lisa67392,solar system,651
754827396839112704,Sun Jul 17 23:57:30 +0000 2016,"b""RT @thomeography: I wouldn't be surprised if these police shootings were staged to justify police violence &amp; discredit #BLM https://t.co/V4\\u2026""",illumiNAJA,,809
